,b,f,n,snr,variable,value,Error Type,Segmentation Method,Signal to Noise Ratio,Error Rate
1940,46,154,15,7.2,two_means_pe,-14.8492326736,Foreground Pixel Count Error,two_means,7.2,-14.8492326736
1941,37,117,20,4.0,two_means_pe,-14.6924180984,Foreground Pixel Count Error,two_means,4.0,-14.6924180984
1942,35,234,13,15.3076923077,two_means_pe,-13.5826683044,Foreground Pixel Count Error,two_means,15.3076923077,-13.5826683044
1943,40,132,7,13.1428571429,two_means_pe,-16.8855323792,Foreground Pixel Count Error,two_means,13.1428571429,-16.8855323792
1944,36,103,18,3.72222222222,two_means_pe,-13.7008190155,Foreground Pixel Count Error,two_means,3.72222222222,-13.7008190155
1945,12,121,14,7.78571428571,two_means_pe,-11.2134466171,Foreground Pixel Count Error,two_means,7.78571428571,-11.2134466171
1946,3,218,15,14.3333333333,two_means_pe,-7.21436595917,Foreground Pixel Count Error,two_means,14.3333333333,-7.21436595917
1947,9,105,20,4.8,two_means_pe,-8.86857891083,Foreground Pixel Count Error,two_means,4.8,-8.86857891083
1948,43,103,24,2.5,two_means_pe,-13.0237092972,Foreground Pixel Count Error,two_means,2.5,-13.0237092972
1949,50,238,13,14.4615384615,two_means_pe,-13.6040248871,Foreground Pixel Count Error,two_means,14.4615384615,-13.6040248871
1950,39,187,23,6.4347826087,two_means_pe,-14.3257646561,Foreground Pixel Count Error,two_means,6.4347826087,-14.3257646561
1951,42,223,15,12.0666666667,two_means_pe,-14.2504253387,Foreground Pixel Count Error,two_means,12.0666666667,-14.2504253387
1952,9,152,9,15.8888888889,two_means_pe,-11.542722702,Foreground Pixel Count Error,two_means,15.8888888889,-11.542722702
1953,6,69,19,3.31578947368,two_means_pe,-7.86466264725,Foreground Pixel Count Error,two_means,3.31578947368,-7.86466264725
1954,39,240,10,20.1,two_means_pe,-15.3805971146,Foreground Pixel Count Error,two_means,20.1,-15.3805971146
1955,12,186,22,7.90909090909,two_means_pe,-10.4726381302,Foreground Pixel Count Error,two_means,7.90909090909,-10.4726381302
1956,38,210,12,14.3333333333,two_means_pe,-15.2624340057,Foreground Pixel Count Error,two_means,14.3333333333,-15.2624340057
1957,3,190,8,23.375,two_means_pe,-8.0967464447,Foreground Pixel Count Error,two_means,23.375,-8.0967464447
1958,27,155,11,11.6363636364,two_means_pe,-12.7199754715,Foreground Pixel Count Error,two_means,11.6363636364,-12.7199754715
1959,4,81,5,15.4,two_means_pe,-10.2655344009,Foreground Pixel Count Error,two_means,15.4,-10.2655344009
1960,11,183,17,10.1176470588,two_means_pe,-11.5720615387,Foreground Pixel Count Error,two_means,10.1176470588,-11.5720615387
1961,23,162,20,6.95,two_means_pe,-11.8766918182,Foreground Pixel Count Error,two_means,6.95,-11.8766918182
1962,33,126,21,4.42857142857,two_means_pe,-13.2617845535,Foreground Pixel Count Error,two_means,4.42857142857,-13.2617845535
1963,35,202,5,33.4,two_means_pe,-15.3547153473,Foreground Pixel Count Error,two_means,33.4,-15.3547153473
1964,39,91,5,10.4,two_means_pe,-14.614156723,Foreground Pixel Count Error,two_means,10.4,-14.614156723
1965,47,238,8,23.875,two_means_pe,-14.6794424057,Foreground Pixel Count Error,two_means,23.875,-14.6794424057
1966,49,152,9,11.4444444444,two_means_pe,-13.9950017929,Foreground Pixel Count Error,two_means,11.4444444444,-13.9950017929
1967,20,229,14,14.9285714286,two_means_pe,-14.3315820694,Foreground Pixel Count Error,two_means,14.9285714286,-14.3315820694
1968,46,151,6,17.5,two_means_pe,-15.5349988937,Foreground Pixel Count Error,two_means,17.5,-15.5349988937
1969,42,157,22,5.22727272727,two_means_pe,-13.2506113052,Foreground Pixel Count Error,two_means,5.22727272727,-13.2506113052
1970,7,178,8,21.375,two_means_pe,-12.0036230087,Foreground Pixel Count Error,two_means,21.375,-12.0036230087
1971,12,182,12,14.1666666667,two_means_pe,-12.8664016724,Foreground Pixel Count Error,two_means,14.1666666667,-12.8664016724
1972,3,195,25,7.68,two_means_pe,-8.21080970764,Foreground Pixel Count Error,two_means,7.68,-8.21080970764
1973,37,88,24,2.125,two_means_pe,-15.7065906525,Foreground Pixel Count Error,two_means,2.125,-15.7065906525
1974,27,135,10,10.8,two_means_pe,-13.5160503387,Foreground Pixel Count Error,two_means,10.8,-13.5160503387
1975,12,124,23,4.86956521739,two_means_pe,-9.79243659973,Foreground Pixel Count Error,two_means,4.86956521739,-9.79243659973
1976,30,119,13,6.84615384615,two_means_pe,-15.1357440948,Foreground Pixel Count Error,two_means,6.84615384615,-15.1357440948
1977,39,143,15,6.93333333333,two_means_pe,-14.2781763077,Foreground Pixel Count Error,two_means,6.93333333333,-14.2781763077
1978,38,88,25,2.0,two_means_pe,-12.8332519531,Foreground Pixel Count Error,two_means,2.0,-12.8332519531
1979,36,150,25,4.56,two_means_pe,-13.18019104,Foreground Pixel Count Error,two_means,4.56,-13.18019104
1980,9,170,6,26.8333333333,SCT_ce,-6.78905,Object Count Error,SCT,26.8333333333,-6.78905
1981,36,138,19,5.36842105263,SCT_ce,-3.0189655,Object Count Error,SCT,5.36842105263,-3.0189655
1982,24,74,16,3.125,SCT_ce,-6.4642262,Object Count Error,SCT,3.125,-6.4642262
1983,38,165,15,8.46666666667,SCT_ce,0.12776831,Object Count Error,SCT,8.46666666667,0.12776831
1984,26,217,15,12.7333333333,SCT_ce,-4.6144366,Object Count Error,SCT,12.7333333333,-4.6144366
1985,5,105,15,6.66666666667,SCT_ce,-3.125,Object Count Error,SCT,6.66666666667,-3.125
1986,13,129,19,6.10526315789,SCT_ce,-8.770833,Object Count Error,SCT,6.10526315789,-8.770833
1987,3,86,25,3.32,SCT_ce,-0.5770492,Object Count Error,SCT,3.32,-0.5770492
1988,48,219,8,21.375,SCT_ce,1.0,Object Count Error,SCT,21.375,1.0
1989,9,192,21,8.71428571429,SCT_ce,-4.695652,Object Count Error,SCT,8.71428571429,-4.695652
1990,15,68,20,2.65,SCT_ce,-9.021559,Object Count Error,SCT,2.65,-9.021559
1991,28,137,13,8.38461538462,SCT_ce,-1.2207578,Object Count Error,SCT,8.38461538462,-1.2207578
1992,18,197,24,7.45833333333,SCT_ce,-8.930693,Object Count Error,SCT,7.45833333333,-8.930693
1993,37,232,6,32.5,SCT_ce,1.0,Object Count Error,SCT,32.5,1.0
1994,49,168,17,7.0,SCT_ce,0.684492,Object Count Error,SCT,7.0,0.684492
1995,26,188,20,8.1,SCT_ce,-8.252073,Object Count Error,SCT,8.1,-8.252073
1996,38,146,15,7.2,SCT_ce,0.13277312,Object Count Error,SCT,7.2,0.13277312
1997,7,166,7,22.7142857143,SCT_ce,-10.689839,Object Count Error,SCT,22.7142857143,-10.689839
1998,9,185,20,8.8,SCT_ce,-5.0954695,Object Count Error,SCT,8.8,-5.0954695
1999,13,229,20,10.8,SCT_ce,-8.385017,Object Count Error,SCT,10.8,-8.385017
2000,7,101,21,4.47619047619,SCT_ce,-3.327526,Object Count Error,SCT,4.47619047619,-3.327526
2001,8,137,5,25.8,SCT_ce,-6.1217837,Object Count Error,SCT,25.8,-6.1217837
2002,35,140,12,8.75,SCT_ce,0.7242583,Object Count Error,SCT,8.75,0.7242583
2003,26,128,7,14.5714285714,SCT_ce,0.9781879,Object Count Error,SCT,14.5714285714,0.9781879
2004,42,173,8,16.375,SCT_ce,1.0,Object Count Error,SCT,16.375,1.0
2005,27,218,10,19.1,SCT_ce,0.48825502,Object Count Error,SCT,19.1,0.48825502
2006,1,204,24,8.45833333333,SCT_ce,-0.07224959,Object Count Error,SCT,8.45833333333,-0.07224959
2007,3,164,13,12.3846153846,SCT_ce,-1.416252,Object Count Error,SCT,12.3846153846,-1.416252
2008,25,124,11,9.0,SCT_ce,-0.74671054,Object Count Error,SCT,9.0,-0.74671054
2009,30,129,23,4.30434782609,SCT_ce,-8.349746,Object Count Error,SCT,4.30434782609,-8.349746
2010,4,174,18,9.44444444444,SCT_ce,-1.4013267,Object Count Error,SCT,9.44444444444,-1.4013267
2011,24,94,19,3.68421052632,SCT_ce,-8.996491,Object Count Error,SCT,3.68421052632,-8.996491
2012,35,201,17,9.76470588235,SCT_ce,-1.7874564,Object Count Error,SCT,9.76470588235,-1.7874564
2013,35,162,6,21.1666666667,SCT_ce,1.0,Object Count Error,SCT,21.1666666667,1.0
2014,6,147,16,8.8125,SCT_ce,-4.1153183,Object Count Error,SCT,8.8125,-4.1153183
2015,6,221,25,8.6,SCT_ce,-2.0143368,Object Count Error,SCT,8.6,-2.0143368
2016,33,181,11,13.4545454545,SCT_ce,0.76551723,Object Count Error,SCT,13.4545454545,0.76551723
2017,41,229,8,23.5,SCT_ce,1.0,Object Count Error,SCT,23.5,1.0
2018,19,169,10,15.0,SCT_ce,-2.9783695,Object Count Error,SCT,15.0,-2.9783695
2019,50,173,14,8.78571428571,SCT_ce,0.97085613,Object Count Error,SCT,8.78571428571,0.97085613
2020,11,196,23,8.04347826087,SCT_ce,-5.6616917,Object Count Error,SCT,8.04347826087,-5.6616917
2021,12,229,21,10.3333333333,SCT_ce,-7.192771,Object Count Error,SCT,10.3333333333,-7.192771
2022,25,101,21,3.61904761905,SCT_ce,-9.0117445,Object Count Error,SCT,3.61904761905,-9.0117445
2023,6,133,19,6.68421052632,SCT_ce,-3.052901,Object Count Error,SCT,6.68421052632,-3.052901
2024,25,84,6,9.83333333333,SCT_ce,0.994575,Object Count Error,SCT,9.83333333333,0.994575
2025,4,154,14,10.7142857143,SCT_ce,-2.1247892,Object Count Error,SCT,10.7142857143,-2.1247892
2026,2,104,23,4.4347826087,SCT_ce,-0.3400335,Object Count Error,SCT,4.4347826087,-0.3400335
2027,44,232,25,7.52,SCT_ce,-4.387273,Object Count Error,SCT,7.52,-4.387273
2028,44,132,22,4.0,SCT_ce,-1.9242175,Object Count Error,SCT,4.0,-1.9242175
2029,19,169,19,7.89473684211,SCT_ce,-9.653595,Object Count Error,SCT,7.89473684211,-9.653595
2030,15,217,16,12.625,SCT_ce,-9.885522,Object Count Error,SCT,12.625,-9.885522
2031,1,213,17,12.4705882353,SCT_ce,-0.08041958,Object Count Error,SCT,12.4705882353,-0.08041958
2032,18,129,7,15.8571428571,SCT_ce,0.14309764,Object Count Error,SCT,15.8571428571,0.14309764
2033,31,212,7,25.8571428571,SCT_ce,1.0,Object Count Error,SCT,25.8571428571,1.0
2034,7,167,15,10.6666666667,SCT_ce,-5.4938917,Object Count Error,SCT,10.6666666667,-5.4938917
2035,5,205,10,20.0,SCT_ce,-5.7076125,Object Count Error,SCT,20.0,-5.7076125
2036,34,119,13,6.53846153846,SCT_ce,0.36271188,Object Count Error,SCT,6.53846153846,0.36271188
2037,32,173,15,9.4,SCT_ce,-1.5170068,Object Count Error,SCT,9.4,-1.5170068
2038,13,90,10,7.7,SCT_ce,-9.204668,Object Count Error,SCT,7.7,-9.204668
2039,20,227,18,11.5,SCT_ce,-9.230274,Object Count Error,SCT,11.5,-9.230274
2040,26,132,24,4.41666666667,SCT_ce,-10.118055,Object Count Error,SCT,4.41666666667,-10.118055
2041,48,200,11,13.8181818182,SCT_ce,0.99823946,Object Count Error,SCT,13.8181818182,0.99823946
2042,21,236,6,35.8333333333,SCT_ce,0.9548989,Object Count Error,SCT,35.8333333333,0.9548989
2043,9,210,10,20.1,SCT_ce,-10.101549,Object Count Error,SCT,20.1,-10.101549
2044,1,217,18,12.0,SCT_ce,0.017857144,Object Count Error,SCT,12.0,0.017857144
2045,38,176,8,17.25,SCT_ce,1.0,Object Count Error,SCT,17.25,1.0
2046,12,125,15,7.53333333333,SCT_ce,-9.146381,Object Count Error,SCT,7.53333333333,-9.146381
2047,37,149,25,4.48,SCT_ce,-6.843271,Object Count Error,SCT,4.48,-6.843271
2048,49,225,10,17.6,SCT_ce,1.0,Object Count Error,SCT,17.6,1.0
2049,19,217,5,39.6,SCT_ce,0.9811644,Object Count Error,SCT,39.6,0.9811644
2050,50,212,14,11.5714285714,SCT_ce,0.96569467,Object Count Error,SCT,11.5714285714,0.96569467
2051,45,141,7,13.7142857143,SCT_ce,1.0,Object Count Error,SCT,13.7142857143,1.0
2052,22,115,22,4.22727272727,SCT_ce,-9.487221,Object Count Error,SCT,4.22727272727,-9.487221
2053,14,117,20,5.15,SCT_ce,-8.527454,Object Count Error,SCT,5.15,-8.527454
2054,20,141,23,5.26086956522,SCT_ce,-9.746268,Object Count Error,SCT,5.26086956522,-9.746268
2055,8,204,15,13.0666666667,SCT_ce,-6.1334457,Object Count Error,SCT,13.0666666667,-6.1334457
2056,32,193,15,10.7333333333,SCT_ce,-1.2674419,Object Count Error,SCT,10.7333333333,-1.2674419
2057,35,160,7,17.8571428571,SCT_ce,1.0,Object Count Error,SCT,17.8571428571,1.0
2058,6,197,22,8.68181818182,SCT_ce,-2.2484176,Object Count Error,SCT,8.68181818182,-2.2484176
2059,16,113,5,19.4,SCT_ce,0.8666667,Object Count Error,SCT,19.4,0.8666667
2060,50,144,6,15.6666666667,SCT_ce,1.0,Object Count Error,SCT,15.6666666667,1.0
2061,4,218,6,35.6666666667,SCT_ce,-7.7155476,Object Count Error,SCT,35.6666666667,-7.7155476
2062,6,61,11,5.0,SCT_ce,-6.070492,Object Count Error,SCT,5.0,-6.070492
2063,13,83,17,4.11764705882,SCT_ce,-9.115192,Object Count Error,SCT,4.11764705882,-9.115192
2064,26,201,24,7.29166666667,SCT_ce,-10.155203,Object Count Error,SCT,7.29166666667,-10.155203
2065,20,175,17,9.11764705882,SCT_ce,-8.882825,Object Count Error,SCT,9.11764705882,-8.882825
2066,4,151,15,9.8,SCT_ce,-2.005137,Object Count Error,SCT,9.8,-2.005137
2067,14,127,8,14.125,SCT_ce,-4.263754,Object Count Error,SCT,14.125,-4.263754
2068,7,166,10,15.9,SCT_ce,-8.141681,Object Count Error,SCT,15.9,-8.141681
2069,22,192,22,7.72727272727,SCT_ce,-9.507318,Object Count Error,SCT,7.72727272727,-9.507318
2070,25,237,5,42.4,SCT_ce,1.0,Object Count Error,SCT,42.4,1.0
2071,50,179,16,8.0625,SCT_ce,0.83101046,Object Count Error,SCT,8.0625,0.83101046
2072,47,191,9,16.0,SCT_ce,1.0,Object Count Error,SCT,16.0,1.0
2073,23,179,21,7.42857142857,SCT_ce,-9.840407,Object Count Error,SCT,7.42857142857,-9.840407
2074,10,128,18,6.55555555556,SCT_ce,-6.476423,Object Count Error,SCT,6.55555555556,-6.476423
2075,36,176,13,10.7692307692,SCT_ce,0.52072966,Object Count Error,SCT,10.7692307692,0.52072966
2076,21,113,19,4.84210526316,SCT_ce,-9.67608,Object Count Error,SCT,4.84210526316,-9.67608
2077,50,202,25,6.08,SCT_ce,-1.8877888,Object Count Error,SCT,6.08,-1.8877888
2078,24,92,8,8.5,SCT_ce,0.7619863,Object Count Error,SCT,8.5,0.7619863
2079,23,88,11,5.90909090909,SCT_ce,-1.745583,Object Count Error,SCT,5.90909090909,-1.745583
2080,13,64,19,2.68421052632,SCT_ce,-8.05636,Object Count Error,SCT,2.68421052632,-8.05636
2081,21,180,22,7.22727272727,SCT_ce,-10.227586,Object Count Error,SCT,7.22727272727,-10.227586
2082,1,210,8,26.125,SCT_ce,-0.2795341,Object Count Error,SCT,26.125,-0.2795341
2083,6,60,22,2.45454545455,SCT_ce,-2.3032367,Object Count Error,SCT,2.45454545455,-2.3032367
2084,7,217,16,13.125,SCT_ce,-4.994718,Object Count Error,SCT,13.125,-4.994718
2085,26,200,6,29.0,SCT_ce,0.99647886,Object Count Error,SCT,29.0,0.99647886
2086,17,122,15,7.0,SCT_ce,-9.880208,Object Count Error,SCT,7.0,-9.880208
2087,32,151,8,14.875,SCT_ce,0.9934426,Object Count Error,SCT,14.875,0.9934426
2088,29,188,12,13.25,SCT_ce,-0.15823817,Object Count Error,SCT,13.25,-0.15823817
2089,20,204,21,8.7619047619,SCT_ce,-9.740803,Object Count Error,SCT,8.7619047619,-9.740803
2090,6,237,8,28.875,SCT_ce,-8.723051,Object Count Error,SCT,28.875,-8.723051
2091,16,131,21,5.47619047619,SCT_ce,-8.71005,Object Count Error,SCT,5.47619047619,-8.71005
2092,1,163,8,20.25,SCT_ce,-0.25742576,Object Count Error,SCT,20.25,-0.25742576
2093,22,68,5,9.2,SCT_ce,0.99830794,Object Count Error,SCT,9.2,0.99830794
2094,16,222,9,22.8888888889,SCT_ce,-4.3208556,Object Count Error,SCT,22.8888888889,-4.3208556
2095,23,153,11,11.8181818182,SCT_ce,-1.6600332,Object Count Error,SCT,11.8181818182,-1.6600332
2096,32,119,9,9.66666666667,SCT_ce,0.9815126,Object Count Error,SCT,9.66666666667,0.9815126
2097,48,136,22,4.0,SCT_ce,-1.087344,Object Count Error,SCT,4.0,-1.087344
2098,45,156,21,5.28571428571,SCT_ce,-1.1537217,Object Count Error,SCT,5.28571428571,-1.1537217
2099,36,230,23,8.4347826087,SCT_ce,-5.9477353,Object Count Error,SCT,8.4347826087,-5.9477353
2100,6,170,23,7.13043478261,SCT_ce,-2.2421603,Object Count Error,SCT,7.13043478261,-2.2421603
2101,26,157,22,5.95454545455,SCT_ce,-9.231561,Object Count Error,SCT,5.95454545455,-9.231561
2102,47,198,22,6.86363636364,SCT_ce,-1.4013962,Object Count Error,SCT,6.86363636364,-1.4013962
2103,20,229,8,26.125,SCT_ce,-0.04865772,Object Count Error,SCT,26.125,-0.04865772
2104,28,180,10,15.2,SCT_ce,0.60567826,Object Count Error,SCT,15.2,0.60567826
2105,19,137,6,19.6666666667,SCT_ce,0.8724832,Object Count Error,SCT,19.6666666667,0.8724832
2106,10,225,22,9.77272727273,SCT_ce,-5.00821,Object Count Error,SCT,9.77272727273,-5.00821
2107,11,106,23,4.13043478261,SCT_ce,-5.5439467,Object Count Error,SCT,4.13043478261,-5.5439467
2108,34,225,19,10.0526315789,SCT_ce,-3.7154605,Object Count Error,SCT,10.0526315789,-3.7154605
2109,17,140,16,7.6875,SCT_ce,-9.877759,Object Count Error,SCT,7.6875,-9.877759
2110,32,230,7,28.2857142857,SCT_ce,1.0,Object Count Error,SCT,28.2857142857,1.0
2111,5,100,25,3.8,SCT_ce,-1.2603449,Object Count Error,SCT,3.8,-1.2603449
2112,4,107,9,11.4444444444,SCT_ce,-4.467554,Object Count Error,SCT,11.4444444444,-4.467554
2113,7,156,16,9.3125,SCT_ce,-4.931857,Object Count Error,SCT,9.3125,-4.931857
2114,8,98,17,5.29411764706,SCT_ce,-5.621479,Object Count Error,SCT,5.29411764706,-5.621479
2115,38,130,17,5.41176470588,SCT_ce,-1.0070423,Object Count Error,SCT,5.41176470588,-1.0070423
2116,8,217,22,9.5,SCT_ce,-3.8246527,Object Count Error,SCT,9.5,-3.8246527
2117,6,132,12,10.5,SCT_ce,-5.52459,Object Count Error,SCT,10.5,-5.52459
2118,39,138,19,5.21052631579,SCT_ce,-1.7226753,Object Count Error,SCT,5.21052631579,-1.7226753
2119,47,170,25,4.92,SCT_ce,-2.8511705,Object Count Error,SCT,4.92,-2.8511705
2120,34,158,6,20.6666666667,SCT_ce,1.0,Object Count Error,SCT,20.6666666667,1.0
2121,2,217,18,11.9444444444,SCT_ce,-0.3607908,Object Count Error,SCT,11.9444444444,-0.3607908
2122,31,117,9,9.55555555556,SCT_ce,0.9587459,Object Count Error,SCT,9.55555555556,0.9587459
2123,24,221,12,16.4166666667,SCT_ce,-2.2081218,Object Count Error,SCT,16.4166666667,-2.2081218
2124,50,102,8,6.5,SCT_ce,1.0,Object Count Error,SCT,6.5,1.0
2125,43,218,15,11.6666666667,SCT_ce,0.6849088,Object Count Error,SCT,11.6666666667,0.6849088
2126,22,94,12,6.0,SCT_ce,-3.4638655,Object Count Error,SCT,6.0,-3.4638655
2127,20,206,6,31.0,SCT_ce,0.9144385,Object Count Error,SCT,31.0,0.9144385
2128,42,175,24,5.54166666667,SCT_ce,-3.8705502,Object Count Error,SCT,5.54166666667,-3.8705502
2129,39,172,24,5.54166666667,SCT_ce,-5.3850174,Object Count Error,SCT,5.54166666667,-5.3850174
2130,10,73,16,3.9375,SCT_ce,-7.8867598,Object Count Error,SCT,3.9375,-7.8867598
2131,12,166,6,25.6666666667,SCT_ce,-2.4339623,Object Count Error,SCT,25.6666666667,-2.4339623
2132,3,205,7,28.8571428571,SCT_ce,-4.1518326,Object Count Error,SCT,28.8571428571,-4.1518326
2133,11,186,7,25.0,SCT_ce,-6.201342,Object Count Error,SCT,25.0,-6.201342
2134,4,59,19,2.89473684211,SCT_ce,-1.2271293,Object Count Error,SCT,2.89473684211,-1.2271293
2135,25,122,5,19.4,SCT_ce,1.0,Object Count Error,SCT,19.4,1.0
2136,13,199,13,14.3076923077,SCT_ce,-9.684729,Object Count Error,SCT,14.3076923077,-9.684729
2137,2,184,6,30.3333333333,SCT_ce,-2.2155888,Object Count Error,SCT,30.3333333333,-2.2155888
2138,45,155,20,5.5,SCT_ce,-0.7582237,Object Count Error,SCT,5.5,-0.7582237
2139,40,197,11,14.2727272727,SCT_ce,0.9728353,Object Count Error,SCT,14.2727272727,0.9728353
2140,40,118,6,13.0,SCT_ce,1.0,Object Count Error,SCT,13.0,1.0
2141,47,137,22,4.09090909091,SCT_ce,-1.4719298,Object Count Error,SCT,4.09090909091,-1.4719298
2142,47,184,24,5.70833333333,SCT_ce,-2.4076655,Object Count Error,SCT,5.70833333333,-2.4076655
2143,50,220,11,15.4545454545,SCT_ce,1.0,Object Count Error,SCT,15.4545454545,1.0
2144,21,69,14,3.42857142857,SCT_ce,-6.7160068,Object Count Error,SCT,3.42857142857,-6.7160068
2145,35,232,5,39.4,SCT_ce,1.0,Object Count Error,SCT,39.4,1.0
2146,14,131,14,8.35714285714,SCT_ce,-10.2396555,Object Count Error,SCT,8.35714285714,-10.2396555
2147,1,173,8,21.5,SCT_ce,-0.3934142,Object Count Error,SCT,21.5,-0.3934142
2148,40,91,21,2.42857142857,SCT_ce,-2.7870216,Object Count Error,SCT,2.42857142857,-2.7870216
2149,26,161,11,12.2727272727,SCT_ce,-0.4918033,Object Count Error,SCT,12.2727272727,-0.4918033
2150,39,83,22,2.0,SCT_ce,-3.7860696,Object Count Error,SCT,2.0,-3.7860696
2151,2,144,21,6.7619047619,SCT_ce,-0.40103272,Object Count Error,SCT,6.7619047619,-0.40103272
2152,50,146,17,5.64705882353,SCT_ce,0.77348995,Object Count Error,SCT,5.64705882353,0.77348995
2153,8,240,10,23.2,SCT_ce,-9.482935,Object Count Error,SCT,23.2,-9.482935
2154,27,92,7,9.28571428571,SCT_ce,0.9909584,Object Count Error,SCT,9.28571428571,0.9909584
2155,2,158,25,6.24,SCT_ce,-0.27150086,Object Count Error,SCT,6.24,-0.27150086
2156,19,194,12,14.5833333333,SCT_ce,-5.5393634,Object Count Error,SCT,14.5833333333,-5.5393634
2157,15,97,18,4.55555555556,SCT_ce,-10.507273,Object Count Error,SCT,4.55555555556,-10.507273
2158,25,231,21,9.80952380952,SCT_ce,-8.914332,Object Count Error,SCT,9.80952380952,-8.914332
2159,38,97,11,5.36363636364,SCT_ce,0.9624183,Object Count Error,SCT,5.36363636364,0.9624183
2160,27,177,22,6.81818181818,SCT_ce,-8.895623,Object Count Error,SCT,6.81818181818,-8.895623
2161,49,175,17,7.41176470588,SCT_ce,0.69055945,Object Count Error,SCT,7.41176470588,0.69055945
2162,48,126,16,4.875,SCT_ce,0.77946126,Object Count Error,SCT,4.875,0.77946126
2163,22,110,5,17.6,SCT_ce,1.0,Object Count Error,SCT,17.6,1.0
2164,14,239,18,12.5,SCT_ce,-9.621291,Object Count Error,SCT,12.5,-9.621291
2165,17,105,20,4.4,SCT_ce,-9.948097,Object Count Error,SCT,4.4,-9.948097
2166,8,183,16,10.9375,SCT_ce,-5.713559,Object Count Error,SCT,10.9375,-5.713559
2167,50,236,14,13.2857142857,SCT_ce,0.957483,Object Count Error,SCT,13.2857142857,0.957483
2168,12,208,8,24.5,SCT_ce,-7.317774,Object Count Error,SCT,24.5,-7.317774
2169,42,87,12,3.75,SCT_ce,0.96135265,Object Count Error,SCT,3.75,0.96135265
2170,2,239,9,26.3333333333,SCT_ce,-1.2083334,Object Count Error,SCT,26.3333333333,-1.2083334
2171,11,187,10,17.6,SCT_ce,-10.220071,Object Count Error,SCT,17.6,-10.220071
2172,48,111,18,3.5,SCT_ce,0.43701398,Object Count Error,SCT,3.5,0.43701398
2173,39,85,24,1.91666666667,SCT_ce,-5.316695,Object Count Error,SCT,1.91666666667,-5.316695
2174,42,144,17,6.0,SCT_ce,0.021103896,Object Count Error,SCT,6.0,0.021103896
2175,18,176,23,6.86956521739,SCT_ce,-9.674741,Object Count Error,SCT,6.86956521739,-9.674741
2176,9,170,12,13.4166666667,SCT_ce,-8.703947,Object Count Error,SCT,13.4166666667,-8.703947
2177,29,215,12,15.5,SCT_ce,-0.2725724,Object Count Error,SCT,15.5,-0.2725724
2178,19,104,14,6.07142857143,SCT_ce,-7.6589403,Object Count Error,SCT,6.07142857143,-7.6589403
2179,17,199,22,8.27272727273,SCT_ce,-9.321918,Object Count Error,SCT,8.27272727273,-9.321918
2180,17,239,22,10.0909090909,SCT_ce,-9.593482,Object Count Error,SCT,10.0909090909,-9.593482
2181,31,226,14,13.9285714286,SCT_ce,-1.0521885,Object Count Error,SCT,13.9285714286,-1.0521885
2182,22,143,21,5.7619047619,SCT_ce,-9.381789,Object Count Error,SCT,5.7619047619,-9.381789
2183,21,186,23,7.17391304348,SCT_ce,-9.74376,Object Count Error,SCT,7.17391304348,-9.74376
2184,22,135,24,4.70833333333,SCT_ce,-9.817578,Object Count Error,SCT,4.70833333333,-9.817578
2185,26,238,24,8.83333333333,SCT_ce,-9.731419,Object Count Error,SCT,8.83333333333,-9.731419
2186,19,76,17,3.35294117647,SCT_ce,-9.548173,Object Count Error,SCT,3.35294117647,-9.548173
2187,2,217,17,12.6470588235,SCT_ce,-0.36,Object Count Error,SCT,12.6470588235,-0.36
2188,12,199,12,15.5833333333,SCT_ce,-9.300632,Object Count Error,SCT,15.5833333333,-9.300632
2189,5,207,25,8.08,SCT_ce,-1.2940171,Object Count Error,SCT,8.08,-1.2940171
2190,47,236,23,8.21739130435,SCT_ce,-1.8512111,Object Count Error,SCT,8.21739130435,-1.8512111
2191,43,149,18,5.88888888889,SCT_ce,-0.27031803,Object Count Error,SCT,5.88888888889,-0.27031803
2192,14,172,17,9.29411764706,SCT_ce,-9.34918,Object Count Error,SCT,9.29411764706,-9.34918
2193,15,123,19,5.68421052632,SCT_ce,-9.325542,Object Count Error,SCT,5.68421052632,-9.325542
2194,2,102,24,4.16666666667,SCT_ce,-0.3809524,Object Count Error,SCT,4.16666666667,-0.3809524
2195,25,125,18,5.55555555556,SCT_ce,-7.203852,Object Count Error,SCT,5.55555555556,-7.203852
2196,12,224,8,26.5,SCT_ce,-6.8116436,Object Count Error,SCT,26.5,-6.8116436
2197,38,204,24,6.91666666667,SCT_ce,-5.436893,Object Count Error,SCT,6.91666666667,-5.436893
2198,6,185,17,10.5294117647,SCT_ce,-3.3360791,Object Count Error,SCT,10.5294117647,-3.3360791
2199,29,116,24,3.625,SCT_ce,-8.525204,Object Count Error,SCT,3.625,-8.525204
2200,1,240,24,9.95833333333,SCT_ce,-0.08586762,Object Count Error,SCT,9.95833333333,-0.08586762
2201,38,210,24,7.16666666667,SCT_ce,-5.785714,Object Count Error,SCT,7.16666666667,-5.785714
2202,36,216,9,20.0,SCT_ce,0.99827886,Object Count Error,SCT,20.0,0.99827886
2203,31,188,23,6.82608695652,SCT_ce,-8.174872,Object Count Error,SCT,6.82608695652,-8.174872
2204,4,220,25,8.64,SCT_ce,-0.8113821,Object Count Error,SCT,8.64,-0.8113821
2205,2,147,17,8.52941176471,SCT_ce,-0.52238804,Object Count Error,SCT,8.52941176471,-0.52238804
